Species1	Species2	Distance
THEPD	PIGXX	1.25528
SULNB	METCA	1.09876
AEDAE	GORGO	0.87114
OSTLU	BATDE	1.01129
CLAM3	NECHA	1.31336
CENSY	MAIZE	1.16173
CULQU	RATNO	0.86365
THEKO	CIOIN	1.29109
LOXAF	PANTR	0.14011
PICTO	TUBMM	1.35196
NEIG1	GORGO	1.17040
DECAR	NEMVE	1.14795
CONWI	HAEI1	1.22598
CHLT9	AERHH	1.17847
BORPD	BDEBA	1.14412
DESAS	NECHA	1.25115
SULNB	PLAF7	1.21019
SULMD	BRAFL	1.16319
METKA	TOXGO	1.15253
MARMM	OCHPR	1.12812
CULQU	TURTR	0.85185
CARRP	TAEGU	1.31789
ECOLI	PHACH	1.19575
SYNJA	CHICK	1.20288
ACYPI	CANLF	0.85616
LEPOC	VITVI	1.12789
HALVD	NECHA	1.28464
MARMM	CULQU	1.27712
DEBHA	MEDTR	1.27291
SULMD	CRYNJ	1.07146
CHOHO	PELSI	0.28005
NATPD	CROS5	1.24273
MARMM	SCHCO	1.16668
PROCA	PHYIT	1.04606
CHLP6	PANTR	1.17422
AERHH	GORGO	1.23418
ECHTE	PROCA	0.18818
CARRP	PHYBL	1.06937
DEIPM	MICMU	1.14215
DASNO	ICTTR	0.19235
HAEI1	OCHPR	1.17190
THEAC	NOSP7	1.36389
NANEQ	DICNV	1.42903
SCHCO	LEPOC	1.13676
NITMS	AEDAE	1.29971
BRARP	ORYSJ	0.57187
NITEU	COPCI	1.14069
VERDA	YARLI	0.88264
NITGG	ASPFU	1.27378
OCHPR	OTOGA	0.16456
METJA	TETNG	1.28510
PIGXX	NOSCE	1.13474
THEAC	APIME	1.35777
PICTO	LATCH	1.36110
CRYPA	SCLS1	0.58665
USTMA	YEAST	0.97203
OCHPR	SORBI	1.12032
CHICK	CULQU	0.87049
CALMQ	DEBHA	1.37525
DAPPU	TRICA	0.76985
LOXAF	CRYPA	1.11407
HAEI1	NOSCE	1.35266
HALVD	SELML	1.26248
BOMMO	OCHPR	0.85156
IGNH4	SULMD	1.39656
BOVIN	CRYPA	1.10504
AERHH	PRUPE	1.19750
PENCH	VITVI	1.29907
KORCO	TAKRU	1.27340
ICTTR	PICST	1.11580
CENSY	LATCH	1.24365
PHYBL	PHYPA	1.02354
KORCO	EHRCJ	1.36374
PHACH	HORSE	1.09612
SACS2	TREME	1.35714
TUPBE	MYCMG	1.22761
PUCGT	LEIMA	1.13913
AMPQE	MONDO	0.97696
DICNV	TRICA	1.17598
NECHA	MEDTR	1.34603
GUITH	LOXAF	1.06199
MUSPF	CAPTE	0.80364
IGNH4	DIPOR	1.23840
CHLT9	SORC5	1.14242
CHLT9	CAEEL	1.25656
CENSY	PEDHC	1.29166
CHICK	CHOHO	0.28050
MUSPF	TARSY	0.13108
ACYPI	NEUCR	1.15413
ACAM1	POPTR	1.09467
LOTGI	MONBE	0.97346
METLZ	NAEGR	1.27540
RHIOR	MAGGR	0.86721
ACAM1	SCHMA	1.24722
COXBR	LEPMJ	1.18748
DICDI	AMPQE	1.14155
CALMQ	GLOVI	1.29520
DICPU	FELCA	1.14226
BRARP	MAGGR	1.20154
METTH	PYRHO	0.91184
HALVD	HAEI1	1.26332
CALMQ	PSEP1	1.40271
BRADI	VITVI	0.52665
HALVD	ANOGA	1.32340
NITEU	PLAF7	1.18452
HORSE	MAGGR	1.10912
SOLLC	SCHPO	1.07769
LOTGI	ICTTR	0.83251
TURTR	SOYBN	1.06811
SYNAS	TOXGO	1.06357
ARCFU	MYOLU	1.23862
THEEB	LOALO	1.19982
CLAM3	PICST	1.27839
GADMO	TUBMM	1.04615
METKA	SORBI	1.15860
CONWI	PELSI	1.25941
GORGO	PRIPA	0.97073
CLOTE	SPIPN	1.18449
PYRNV	AGRFC	1.29655
CAUVC	DICNV	1.03512
PYRHO	PHYPA	1.19562
DECAR	PHYPA	1.09823
GIAIC	MONDO	1.26883
METLZ	USTMA	1.28488
NEMVE	TUPBE	0.77328
FELCA	SOLLC	1.15460
PROMA	GEOSL	1.07372
GASAC	ARATH	1.16025
GASAC	IXOSC	0.80136
ACYPI	POPTR	1.18620
CULQU	MACEU	0.85164
BORPD	CHLRE	1.11843
LEIMA	SETIT	1.14009
NANEQ	MEDTR	1.22143
LEIMA	DIPOR	1.14609
LEPOC	POPTR	1.18083
LEPOC	LOALO	0.94923
IGNH4	AERHH	1.26716
PUCGT	PHYBL	0.86818
ICTTR	LODEL	1.07912
BOMMO	YARLI	1.15838
GORGO	MACEU	0.22612
SCHCO	NEMVE	1.13245
COPPD	SPIPN	1.16611
MARHT	CHICK	1.16351
LEPOC	TUPBE	0.42076
PYRHO	TUPBE	1.18059
NATPD	SORBI	1.24341
NEIG1	CHLP6	1.12432
DIPOR	TRICA	0.82846
AGRFC	CHLRE	1.10506
MICMU	SCHPO	1.00273
METLZ	LOXAF	1.27264
BRAFL	HORSE	0.77489
OSTLU	NEUCR	1.06812
CAMC5	SARHA	1.23201
DEIPM	CHICK	1.18913
COPPD	COXBR	1.15185
EHRCJ	OSTLU	1.10132
CROS5	ACYPI	1.31676
GLOVI	ASHGO	1.18438
METLZ	AMPQE	1.23519
THEAC	TRICA	1.37584
CAMC5	VITVI	1.12384
METCA	ANOGA	1.20062
METJA	PENCH	1.23552
PSEP1	CHICK	1.22735
LATCH	NAEGR	1.10298
CALMQ	CARRP	1.54661
HAEI1	CRYPV	1.20505
DECAR	RHIOR	1.09067
MYOLU	PRIPA	0.96956
ERIEU	NEUCR	1.08111
SACS2	IXOSC	1.32703
PLAF7	POSPM	1.15219
DEIPM	HAEI1	1.08238
THEEB	DEIPM	1.05820
GLOVI	OTOGA	1.21935
MARHT	GEOSL	1.00459
BRAFL	SORAR	0.76406
NANEQ	CARRP	1.60602
COXBR	HAEI1	0.76636
BRARP	CANLF	1.07737
MARM1	PLAF7	1.23561
TRIAD	SOYBN	1.12014
COXBR	SARHA	1.18260
NITOC	POSPM	1.21966
NITEU	DASNO	1.16625
LOALO	ICTTR	0.93182
RUTMC	CALJA	1.10680
ACAM1	PANTR	1.26849
MACMU	CANAW	1.07372
PROMA	AERHH	1.11700
DECAR	PLAF7	1.21285
DAPPU	MICMU	0.81995
AZOPC	LOTGI	1.19398
METKA	YEAST	1.22151
SYNAS	PLAF7	1.19982
MARHT	NASVI	1.20782
MUSPF	ACYPI	0.86528
NITGG	NOSCE	1.30828
THEPD	SULNB	1.35900
OSTLU	GORGO	1.04258
ERIEU	MAGGR	1.08491
EHRCJ	TETNG	1.15219
BDEBA	KLULA	1.19647
LACBI	SOLLC	1.22303
ZYMMO	GIAIC	1.35115
METJA	AMPQE	1.26156
CLAM3	ASHGO	1.21240
SYNP6	THEEB	0.56091
NOMLE	TAKRU	0.48083
ARCFU	RABIT	1.22870
CAPO3	SOLLC	1.08999
MICAN	SORAR	1.20213
HALVD	SORAR	1.28593
SORC5	AERHH	1.12985
POSPM	PONAB	1.16800
NITMS	DIPOR	1.28251
ANOGA	NECHA	1.32534
CALMQ	CIOIN	1.35790
ORYLA	VERDA	1.13311
CIOIN	STRPU	0.88356
MUSPF	GASAC	0.47175
BORPD	ECHTE	1.13580
DEIPM	PROCA	1.14050
DEIPM	DANRE	1.19589
SULNB	PHYPA	1.10965
CLAM3	AEDAE	1.31541
USTMA	LEPOC	1.08491
LEPMJ	HUMAN	1.12787
NITEU	PELSI	1.18002
AERHH	CAPTE	1.16749
LACBI	PONAB	1.04299
ARCFU	PLAF7	1.18517
NAEGR	CIOSA	1.05447
AZOPC	KLULA	1.15935
NEIG1	RHIOR	1.07461
THEKO	NITSB	1.27841
CALMQ	GASAC	1.33222
TRYB2	EMIHU	1.11307
APIME	BOMMO	0.68892
AERPE	APIME	1.26478
DICNV	MEDTR	1.13021
METBF	LEPMJ	1.25297
EMIHU	RHIOR	0.99599
HAEI1	TAKRU	1.22925
ZYMMO	SYNP6	1.07939
NITSB	AMPQE	1.18317
NAEGR	GIBZA	1.13894
TRIAD	CRYPA	1.15290
DICNV	SORBI	1.15481
DICPU	PTEVA	1.12385
KORCO	GLOVI	1.28173
DASNO	LOTGI	0.81751
NEMVE	ORYSJ	1.18117
CRYPV	PRUPE	1.06260
NOSA0	MARHT	1.05492
NANEQ	ANOGA	1.22427
METKA	TRICA	1.21278
CRYNJ	SOYBN	1.17994
ORYLA	SCHMA	0.90632
NEIG1	SOYBN	1.07110
CAMC5	AMPQE	1.20256
NITMS	AGRFC	1.32798
SACS2	CYAME	1.25508
SYNJA	NOSCE	1.40070
HALVD	GORGO	1.27656
BDEBA	SOYBN	1.13916
COPPD	USTMA	1.16848
CANLF	LOALO	0.93039
BATDE	CHICK	0.98769
AGRFC	ASPFU	1.23799
METJA	TAEGU	1.29155
CAEEL	MEDTR	1.31558
GUITH	NOMLE	1.07255
DESAS	HELRO	1.23083
THEKO	PSEP1	1.31681
CRYNJ	GIBZA	0.93960
CIOIN	NOSCE	1.12930
TARSY	MEDTR	1.08301
LACBI	ANOCA	1.10498
KORCO	DICDI	1.27915
AERPE	HORSE	1.23823
BDEBA	NASVI	1.23105
CLAM3	XENTR	1.29115
GEOSL	RUTMC	1.03144
AZOPC	COPCI	1.12408
NITEU	EMIHU	1.12002
SYNP6	PONAB	1.17520
IGNH4	EMIHU	1.20422
THEAC	ARATH	1.29794
NAEGR	CAVPO	1.11090
DECAR	LOTGI	1.24176
ATETH	OCHPR	1.15943
DICNV	FELCA	1.20392
PLAF7	RABIT	1.17694
LACBI	LEIMA	1.15170
RUTMC	LEPOC	1.13507
PROMA	TOXGO	1.05158
THEEB	TARSY	1.16677
DAPPU	PRIPA	1.00491
MICMU	TAKRU	0.47485
ASHGO	SOLLC	1.11139
SCHMA	LODEL	1.06323
TRIV2	MUSPF	1.22984
PYRHO	MOUSE	1.25605
HORSE	XENTR	0.71052
THEPD	CHLP6	1.37787
APIME	PRUPE	1.21618
NECHA	NOSCE	1.06430
CONWI	MAGGR	1.29723
LACBI	CHLRE	1.09670
LOTGI	TAKRU	0.81368
NITEU	GEOSL	0.99620
ATETH	AILME	1.18085
IGNH4	PHYIT	1.19425
SULMD	ORYLA	1.13359
HORSE	SCHMA	0.91772
PANTR	TUPBE	0.12685
LACBI	CAEEL	1.13266
BRAFL	VERDA	1.17995
NOSA0	DASNO	1.16147
ARCFU	DIPOR	1.22645
COPCI	POSPM	0.74936
CIOIN	OTOGA	0.82090
EMIHU	XENTR	1.04923
NEUCR	SORBI	1.21650
METKA	MANES	1.15003
CIOIN	TUPBE	0.80219
SARHA	TRICA	0.84044
PROMA	NOMLE	1.21981
PYRHO	OSTLU	1.25015
AZOPC	ICTTR	1.18170
METJA	NOMLE	1.26068
MACEU	TETNG	0.46307
RATNO	TRICA	0.83655
METFK	SORBI	1.08949
PICTO	BOMMO	1.34746
HETAN	SPIPN	0.88428
MARMM	KLULA	1.16115
METJA	PROCA	1.21504
ZYMMO	XENTR	1.24236
PHACH	RHIOR	0.79388
PICTO	GUITH	1.32150
CENSY	BOVIN	1.25367
NANEQ	AEDAE	1.23037
ORNAN	TAEGU	0.37101
CHICK	DEBHA	1.15319
GUITH	FELCA	1.06985
SPIPN	DIPOR	0.98906
PUCGT	LODEL	0.98364
COPPD	TRIAD	1.21582
MYOLU	NOSCE	1.12427
FELCA	KLULA	1.09524
MICAN	LOTGI	1.25844
AERPE	PLAF7	1.21973
AGRFC	PLAF7	1.19487
NITEU	LOALO	1.21101
ORYLA	MUCCI	1.01939
USTMA	ORYSJ	1.16727
TRIAD	XENTR	1.24465
KORCO	SOYBN	1.20690
MACMU	TAKRU	0.48105
CANLF	DANRE	0.51042
DICNV	BOMMO	1.21215
DICDI	DICPU	0.55166
CAUVC	SCHPO	1.23477
BDEBA	ANOGA	1.19892
DAPPU	SELML	1.17370
THEPD	NITGG	1.07787
TRYB2	HELRO	1.17238
USTMA	LEIMA	1.15205
GASAC	OTOGA	0.47968
CENSY	NEMVE	1.21399
APIME	ERIEU	0.82706
SACS2	DROME	1.36433
CENSY	DICPU	1.28726
CAMC5	YARLI	1.19959
CLAM3	PHYPA	1.13703
SPIPN	SETIT	1.06385
AZOPC	TAKRU	1.19629
PYRNV	TRYB2	1.22698
CAPTE	ERIEU	0.79695
NITEU	PENCH	1.16846
MYOLU	SCLS1	1.07531
BOVIN	LOALO	0.93278
CHLT9	COXBR	1.12293
HETAN	CIOIN	1.24441
PYRNV	PEDHC	1.27960
CAMC5	LATCH	1.24502
AMPQE	SOLLC	1.09999
SYNP6	COPPD	1.12149
DICNV	LEPOC	1.23403
NITSB	LODEL	1.16037
BOMMO	MANES	1.11065
MONDO	TUPBE	0.25446
THEKO	MICMU	1.23265
NANEQ	CYAME	1.18064
ORYLA	XENTR	0.54266
NANEQ	MOUSE	1.23988
CAUVC	DAPPU	1.21018
PONAB	RATNO	0.17318
CARRP	RATNO	1.23291
NITEU	NEUCR	1.16958
THEEB	PLAF7	1.14713
AGRFC	SELML	1.14650
LATCH	BOMMO	0.85971
NITOC	CHICK	1.14688
THEEB	SOLLC	0.97892
THEKO	ACYPI	1.27084
BORPD	BRAFL	1.27016
NOSP7	OSTLU	1.03997
SYNAS	ORYSJ	1.13884
AILME	MONDO	0.25115
SACS2	ORYLA	1.31391
PIGXX	PRIPA	0.97113
CHICK	MUCCI	1.02356
TREME	USTMA	0.84022
CAUVC	TAEGU	1.18357
THEPD	CHLT9	1.34334
BDEBA	YEAST	1.19234
PYRHO	BRARP	1.18231
AERHH	GIBZA	1.21832
GADMO	BRADI	1.10689
HAEI1	NITOC	0.77692
TRIV2	OSTLU	1.03517
DICDI	AILME	1.16648
TRIV2	SYNJA	0.62724
TOXGO	CANLF	1.03374
TREME	PTEVA	1.04107
CAPO3	PICST	1.05416
NASVI	KLULA	1.17099
NITEU	HAEI1	0.88810
EHRCJ	LOXAF	1.14927
ICTTR	GIBZA	1.16192
PTEVA	SCHPO	1.05234
ATETH	CAPO3	1.10826
MACMU	PICST	1.07118
HALVD	XENTR	1.30976
TRYB2	CYAME	1.04909
BRAFL	NECHA	1.26901
ATETH	COCLU	1.13980
OSTLU	NEMVE	1.02819
METLZ	CIOSA	1.30214
BOMMO	IXOSC	0.78199
THEPD	COCLU	1.27651
PROCA	TARSY	0.17613
CALMQ	MAIZE	1.24484
PHYIT	MANES	1.14455
PRIPA	SETIT	1.17252
USTMA	SELML	1.15812
METBU	ICTTR	1.25255
PSEP1	TUBMM	1.21940
CHLP6	PHYBL	1.16124
PYRHO	CHLT9	1.32413
METLZ	POSPM	1.29425
METKA	NITEU	1.23235
HUMAN	ASPFU	1.12360
SACS2	NITMS	1.12092
PYRNV	THEEB	1.25690
METJA	SPIPN	1.21749
SORC5	LOTGI	1.31629
CROS5	AILME	1.24840
METFK	NAEGR	1.14719
CAEEL	TUPBE	0.95495
AGRFC	LEPOC	1.22146
DESAS	CAEEL	1.26469
AERHH	PEDHC	1.25053
NOSP7	DICDI	1.28481
CHLT9	SCHPO	1.18531
AGRFC	PSEP1	1.07835
THEEB	CULQU	1.20830
DICNV	PRUPE	1.16505
COXBR	DICPU	1.17221
PROMA	TREME	1.14609
ZYMMO	TARSY	1.16543
SYNP6	ARATH	0.99312
AERPE	BDEBA	1.33696
ANOGA	TAEGU	0.85987
ACYPI	MONDO	0.89159
CENSY	NOMLE	1.26621
OTOGA	PIGXX	0.14448
CAPO3	MACEU	0.91588
BRAFL	HUMAN	0.77171
PYRNV	BDEBA	1.32964
CAVPO	NEUCR	1.09244
MARMM	FELCA	1.17450
MYOLU	CYAME	0.97733
THEPD	BRADI	1.23422
POSPM	CAVPO	1.20957
CRYPA	PHYPA	1.11926
NITSB	DANRE	1.25215
CAPO3	CANLF	0.94006
TRYB2	TARSY	1.21552
CARRP	PLAF7	1.03502
NOSA0	LEPOC	1.19279
CHLP6	SULNB	1.17243
CRYNJ	PIGXX	1.04643
CYAME	ORYSJ	0.94665
AGRFC	MARM1	1.09511
YEAST	SELML	1.20279
CRYPV	MICMU	1.02114
LEPOC	TARSY	0.41023
SULNB	NECHA	1.22561
NITEU	CRYNJ	1.15822
SPIPN	FELCA	0.99584
METLZ	TAKRU	1.30491
HAEI1	GORGO	1.21120
PLAF7	GADMO	1.10816
NECHA	YEAST	0.93290
MONBE	ASPFU	1.07691
TRICA	BRADI	1.24058
ACYPI	PEDHC	0.70786
TOXGO	ORYSJ	0.99056
NITEU	ERIEU	1.11657
AGRFC	MARHT	1.10982
GUITH	ICTTR	1.07166
ECOLI	SCHCO	1.23516
BRAFL	TAEGU	0.75124
SULNB	TARSY	1.21619
AGRFC	DICDI	1.23409
ARCFU	VERDA	1.30048
BDEBA	TURTR	1.17914
IGNH4	HETAN	1.18916
DICDI	GIBZA	1.27056
METJA	MICMU	1.25964
AERPE	CAMC5	1.38682
HAEI1	POSPM	1.18017
PHACH	NOSCE	1.08693
CAPTE	CYAME	1.01656
METBU	DEBHA	1.24422
METS5	MYCMG	1.46391
LOALO	YEAST	1.08966
METBU	KLULA	1.22403
XENTR	PHYBL	1.03484
CHOHO	SELML	1.05489
ECHTE	VITVI	1.04555
NANEQ	RABIT	1.23851
HETAN	KLULA	0.94539
HALVD	PUCGT	1.27033
CULQU	ASPFU	1.23062
SULNB	CAPO3	1.18103
NATPD	SCLS1	1.27744
PLAF7	POPTR	1.02800
HALVD	PENCH	1.28865
METBU	CANAW	1.22767
THEEB	SELML	0.94836
AGRFC	ZYMMO	0.83593
BOMMO	TRICA	0.71614
DESAS	CALJA	1.18762
PANTR	MUCCI	0.98497
SYNAS	DICPU	1.23952
PICST	SORBI	1.23468
DICPU	MOUSE	1.23737
SULNB	BRAFL	1.26395
DEIPM	CIOSA	1.25743
NITEU	LACBI	1.13604
PHYBL	YEAST	0.89816
PRIPA	RABIT	1.01183
DEIPM	RUTMC	1.10344
BOVIN	SARHA	0.26895
SORC5	ECHTE	1.22391
PENCH	MYCMG	1.28437
KLULA	YEAST	0.63729
PICTO	PROMA	1.34325
AMPQE	ERIEU	0.95392
METBU	MEDTR	1.18686
CHLT9	PELSI	1.19608
SACS2	SYNJA	1.26043
CLAM3	HUMAN	1.25615
CAPTE	MICMU	0.79850
SCHCO	AEDAE	1.26159
BRARP	TUBMM	1.13021
COPPD	CYAME	1.05806
PELSI	CANAW	1.11102
AERPE	SYNAS	1.25285
EMIHU	PANTR	1.00654
GLOVI	MANES	1.06544
NITMS	POSPM	1.34314
CROS5	CALJA	1.22495
ZYMMO	SCHPO	1.20947
MAGGR	NECHA	0.57388
POSPM	BATDE	0.92014
CONWI	GIBZA	1.34793
MARMM	CHLT9	1.15351
PLAF7	HELRO	1.15155
ERIEU	LOTGI	0.78730
MARMM	TETNG	1.17199
CAPO3	ORYLA	0.94180
CANLF	TAEGU	0.28055
NITMS	CULQU	1.30424
AEDAE	YEAST	1.18104
NITGG	ICTTR	1.24423
ANOGA	POPTR	1.22013
DICDI	ANOCA	1.29221
CALJA	ERIEU	0.16649
MOUSE	YEAST	1.07907
AERHH	ERIEU	1.15561
BRAFL	LEPOC	0.78449
METCA	TAKRU	1.13731
PUCGT	EMIHU	1.04876
CAMC5	TRYB2	1.18234
ANOGA	LEPOC	0.87894
HALVD	PRUPE	1.28083
NITMS	METS5	1.12549
THEAC	CAPTE	1.37443
METLZ	DEBHA	1.31468
BRAFL	GIBZA	1.22163
LEIMA	STRPU	1.14015
CHLT9	NITSB	1.12582
RUTMC	KLULA	1.09552
MONDO	VERDA	1.13450
CANLF	OCHPR	0.15523
MUSPF	TRIAD	0.88059
ACAM1	ECHTE	1.23636
BORPD	SYNJA	1.08606
LEIMA	XENTR	1.16311
CHICK	ICTTR	0.33516
METTH	CULQU	1.24423
DICNV	DIPOR	1.15190
BOMMO	CANLF	0.83480
AEDAE	CAPTE	0.86814
AMPQE	PROCA	0.93714
CALMQ	CHLP6	1.34701
CRYPV	CIOSA	1.06930
EHRCJ	SCHMA	1.08473
NITMS	ORYLA	1.27918
METFK	AERHH	0.90831
SPIPN	TUBMM	0.90672
PROMA	PHYIT	1.10640
GUITH	SOLLC	1.02924
SPIPN	MONBE	0.97813
DICNV	ECHTE	1.18854
NEIG1	ASPFU	1.13643
LACBI	LOXAF	1.05820
CAUVC	LATCH	1.20972
LEIMA	LODEL	1.15249
FELCA	TUBMM	1.06423
LATCH	PICST	1.11433
SULMD	MONBE	1.18273
SYNP6	PIGXX	1.16864
CALMQ	NITGG	1.10291
NOSA0	MUSPF	1.17122
METJA	CAEEL	1.29329
COPPD	YARLI	1.19087
NEIG1	DICNV	0.87151
PANTR	PONAB	0.02780
DICNV	MACMU	1.19866
NITGG	MAIZE	1.17589
CLOTE	HAEI1	1.16923
NITGG	ANOCA	1.28390
DEIPM	OCHPR	1.14017
ARCFU	COCLU	1.30899
NAEGR	XENTR	1.11304
CARRP	MACEU	1.15551
DASNO	MYCMG	1.26037
OTOGA	TRICA	0.83950
ACAM1	SCHPO	1.23257
CENSY	LACBI	1.21855
CAEEL	MAGGR	1.17438
CENSY	CAPO3	1.21664
NATPD	COPCI	1.25280
THEAC	PROMA	1.35734
METTH	ZYMMO	1.24515
CHLT9	GUITH	1.11479
COPCI	PEDHC	1.17422
PSEP1	LOTGI	1.37252
ACAM1	PRUPE	1.12739
TURTR	VERDA	1.09313
PHYBL	TUBMM	0.84903
METLZ	SYNJA	1.18958
PICTO	MACMU	1.32631
CAUVC	CIOSA	1.24105
BOMMO	PANTR	0.83522
CAEEL	PHYBL	1.08496
AZOPC	LACBI	1.16346
MARMM	ANOGA	1.23685
SYNAS	VITVI	1.10415
DANRE	LOALO	0.92844
USTMA	PIGXX	1.04804
NITGG	PLAF7	1.23549
CAUVC	TAKRU	1.21735
HELRO	ICTTR	0.82655
CAUVC	PIGXX	1.19028
GLOVI	NITSB	1.17141
AZOPC	ORNAN	1.20861
PUCGT	BATDE	0.90856
MARHT	BRADI	1.11277
MICAN	CAVPO	1.20959
HETAN	MONDO	1.18038
CENSY	SYNJA	1.19374
SACS2	KORCO	1.11151
CALJA	TRIAD	0.87170
TRIEI	SCLS1	1.26074
SULMD	DIPOR	1.13592
KORCO	RHIOR	1.24112
ACAM1	DANRE	1.29058
OTOGA	TETNG	0.48003
BDEBA	APIME	1.21969
CAPO3	PONAB	0.95215
GASAC	PROCA	0.46850
ECOLI	MYOLU	1.22339
NATPD	NITSB	1.27932
RABIT	RHIOR	0.95455
CHICK	BRADI	1.15920
BORPD	TUBMM	1.23836
NEUCR	MAIZE	1.16763
OTOGA	PONAB	0.11919
LEIMA	VERDA	1.15677
PELSI	GIBZA	1.14863
DESVV	CAEEL	1.25239
AMPQE	CANLF	0.94560
CONWI	MACEU	1.22151
CRYNJ	PELSI	1.05613
MARM1	LEIMA	1.18844
DEIPM	NOSCE	1.38437
CAPO3	PTEVA	0.94380
NITMS	COPPD	1.26181
SARHA	SELML	1.16654
DICNV	SOYBN	1.11262
PLAF7	TOXGO	1.07338
NATPD	TARSY	1.25302
DESVV	MANES	1.13397
NASVI	MUCCI	1.12914
METTH	ASPFU	1.22651
HAEI1	ANOCA	1.21435
NITMS	CRYNJ	1.25318
NITEU	KLULA	1.15941
CHLRE	DASNO	1.04657
NOSP7	MANES	1.11738
TREME	HELRO	1.03177
SYNAS	NEMVE	1.19447
HAEI1	CANAW	1.13265
NITOC	MYOLU	1.13099
SACS2	EMIHU	1.31747
NEIG1	DIPOR	1.13204
TREME	LOTGI	1.04358
THEPD	CLOTE	1.34182
NATPD	MAIZE	1.22596
DICDI	SOYBN	1.27086
AERPE	COCLU	1.26135
COPCI	GUITH	1.06590
SACS2	DEBHA	1.37804
NITMS	ASHGO	1.24486
RATNO	SCHMA	0.90601
CROS5	DEIPM	1.12799
LATCH	PANTR	0.44022
PROMA	SARHA	1.19629
LODEL	PHYIT	1.15286
CYAME	CANAW	1.04511
TOXGO	HORSE	1.04559
PRIPA	MAGGR	1.14582
DEBHA	SELML	1.22450
GASAC	SCHMA	0.91550
AERPE	ARCFU	1.02090
MARHT	MONDO	1.17959
BDEBA	NOSCE	1.36665
USTMA	NOSCE	1.04684
METKA	CAEEL	1.26083
AERHH	CAEEL	1.26302
YEAST	MEDTR	1.23781
PHACH	YARLI	0.88411
USTMA	CANAW	0.94572
NITMS	ASPFU	1.28478
PROMA	ANOGA	1.22266
SYNAS	ASHGO	1.17684
METLZ	AERHH	1.28708
CAUVC	NOSA0	1.12274
MUSPF	MAGGR	1.11920
TRYB2	CIOSA	1.16798
PYRNV	BOMMO	1.27510
AGRFC	THEEB	1.10308
SULMD	PIGXX	1.17094
CENSY	AGRFC	1.27141
PHYBL	PENCH	0.88040
SORAR	SELML	1.06102
CRYPA	PENCH	0.69708
CHLRE	GIAIC	1.21854
TRIEI	AILME	1.28264
MARHT	PHACH	1.12476
PONAB	SORBI	1.14249
PANTR	SARHA	0.26500
NEIG1	GADMO	1.16164
METTH	DICNV	1.28937
CLOTE	GIAIC	1.22498
METTH	DICPU	1.24275
CAEEL	NEMVE	0.95871
METBF	CLOTE	1.22517
DESAS	FELCA	1.21188
CONWI	CIOIN	1.35256
ARCFU	GASAC	1.27353
TRIV2	PHACH	1.16183
DIPOR	RHIOR	0.94213
ATETH	APIME	1.15990
ANOCA	MOUSE	0.52190
CIOIN	HUMAN	0.81572
METKA	GIBZA	1.22620
HETAN	AEDAE	1.25646
NITEU	PIGXX	1.16806
NOMLE	PROCA	0.15402
CONWI	TRICA	1.33090
METLZ	KORCO	1.12983
PROCA	TAKRU	0.47441
CHLT9	CHLRE	1.08062
NOMLE	ORYLA	0.47693
NITOC	TAKRU	1.13306
TREME	ECHTE	1.02219
CARRP	LODEL	1.23775
SYNP6	CAEEL	1.22435
BORPD	PSEP1	0.94319
METBU	SYNAS	1.12988
COPPD	ANOCA	1.20023
METBU	CONWI	1.30182
LEIMA	HELRO	1.15834
ANOCA	SELML	1.25537
PHACH	NECHA	0.90341
METFK	PHACH	1.12542
CAUVC	MEDTR	1.19367
PANTR	YEAST	1.05373
MICAN	TRICA	1.24027
PYRHO	PELSI	1.26946
CHLP6	DROME	1.22318
GIAIC	SCHPO	1.78690
CAPTE	MANES	1.18986
MONDO	CANAW	1.12014
NASVI	XENTR	0.86406
BDEBA	NAEGR	1.19084
CIOSA	NOMLE	0.76723
SYNAS	SOLLC	1.16404
TRICA	MAGGR	1.29118
NOSP7	CIOSA	1.31102
MARMM	COPPD	1.17066
BOMMO	VERDA	1.24112
HALVD	PHYIT	1.26771
CRYPV	SELML	1.08897
METCA	AEDAE	1.20917
METJA	COPCI	1.21068
HELRO	MAGGR	1.12265
AEDAE	TRIAD	0.93861
TRIEI	CRYNJ	1.18055
SORC5	METCA	1.03959
LATCH	ICTTR	0.44695
CONWI	POPTR	1.26271
BOVIN	MAGGR	1.10462
LEPMJ	MACMU	1.09755
APIME	SCLS1	1.21027
PRIPA	MONBE	1.04390
SORAR	TUBMM	1.05215
MONDO	KLULA	1.10995
TREME	LODEL	0.98063
TRIEI	ORYLA	1.29991
DESAS	AMPQE	1.18305
ANOCA	SORAR	0.35355
PROCA	GIBZA	1.09639
NEUCR	YARLI	0.85582
TAKRU	NEUCR	1.09975
CALMQ	ASPFU	1.38874
METTH	TARSY	1.20357
PYRNV	SETIT	1.20802
CULQU	NOSCE	1.11003
GUITH	PHYBL	1.01513
SORAR	TRICA	0.81753
SYNAS	ORNAN	1.24513
CLAM3	BORPD	1.18600
PLAF7	PEDHC	1.25162
MACMU	ORNAN	0.29679
CHLP6	NITOC	1.12510
COXBR	CRYPV	1.19323
PTEVA	TETNG	0.47234
NOSP7	HELRO	1.29996
GIAIC	MUCCI	1.18553
TRIV2	MYCMG	1.17869
NITGG	DECAR	1.24320
CENSY	DIPOR	1.27402
CAUVC	TOXGO	1.06457
